ID,y
10234,0
20313,0
7940,0
7575,0
15324,0
16212,0
13878,0
19604,0
12121,0
9126,0
5943,0
7645,0
18058,0
11018,0
9966,0
9259,0
14989,0
8446,0
2778,0
17217,0
17849,0
6118,0
10810,0
9456,0
9368,0
5690,0
1404,0
22428,1
20517,0
19818,0
4393,0
24714,1
12070,0
20201,0
14405,0
9403,0
19028,0
16922,0
17040,0
17817,0
19163,0
22899,1
13982,0
10540,0
13652,0
14271,0
25131,1
17492,0
14126,0
20503,0
748,0
17567,0
11171,0
3232,0
23641,1
16146,0
24984,1
6620,0
1547,0
9317,0
24492,1
3064,0
2434,0
19692,0
21987,0
20956,0
11672,0
21964,0
9468,0
16499,0
5237,0
12043,0
7778,0
14157,0
17239,0
7245,0
2402,0
24697,1
11788,0
8964,0
10283,0
13831,0
12527,0
3376,0
19253,0
19343,0
12600,0
22137,0
16375,0
14014,0
13649,0
20770,0
12582,0
25223,1
14209,0
267,0
14369,0
14890,0
483,0
842,0
8576,0
3374,0
7962,0
11841,0
1070,0
17511,0
15399,0
7028,0
22291,0
4764,0
16257,0
6359,0
11663,0
23436,1
15788,0
24937,1
18536,0
16398,0
101,0
17593,0
9899,0
17594,0
4063,0
18785,0
24669,1
16482,0
24506,1
8316,0
5421,0
2897,0
6799,0
16249,0
4538,0
16947,0
7358,0
19797,0
14201,0
15848,0
11280,0
16778,0
11753,0
14856,0
636,0
21073,0
9496,0
9753,0
18670,0
22824,1
12314,0
19398,0
11336,0
12798,0
13620,0
3563,0
14269,0
4371,0
19144,0
11781,0
14776,0
11283,0
16834,0
9841,0
7915,0
24237,1
24762,1
16998,0
9256,0
13212,0
14619,0
21929,0
13172,0
22245,0
20692,0
4679,0
24140,1
1886,0
17332,0
19579,0
13965,0
4028,0
2384,0
1257,0
2937,0
18740,0
24951,1
13335,0
14298,0
14819,0
8780,0
7174,0
9369,0
15964,0
10533,0
13797,0
13605,0
14140,0
9298,0
7545,0
22284,0
14355,0
2924,0
25265,1
24527,1
21203,0
19512,0
14618,0
7678,0
2300,0
17362,0
8816,0
10291,0
9050,0
15795,0
13631,0
8872,0
20839,0
4668,0
20060,0
8747,0
5898,0
3512,0
24511,1
13325,0
15203,0
19901,0
8132,0
10847,0
17675,0
15700,0
11548,0
1474,0
4887,0
16401,0
16716,0
21219,0
7720,0
19360,0
885,0
18851,0
18505,0
20911,0
19155,0
3856,0
13640,0
18167,0
5366,0
6395,0
20301,0
13126,0
10969,0
62,0
10358,0
5265,0
14994,0
2027,0
16125,0
10964,0
7033,0
13529,0
3674,0
15107,0
1392,0
21546,0
21104,0
4201,0
23779,1
22008,0
23011,1
8954,0
19602,0
4405,0
20491,0
3202,0
18950,0
18820,0
6944,0
8319,0
2220,0
5861,0
1406,0
4402,0
3956,0
14179,0
455,0
23051,1
20045,0
13689,0
23270,1
14520,0
25237,1
15981,0
12156,0
16424,0
20403,0
1628,0
16088,0
10372,0
3182,0
17183,0
16899,0
24059,1
9527,0
14482,0
15675,0
13014,0
15152,0
1506,0
12267,0
4450,0
23757,1
7054,0
21252,0
22492,1
11669,0
417,0
13178,0
472,0
11746,0
24842,1
11449,0
3832,0
15618,0
9918,0
6297,0
5116,0
13674,0
14813,0
3506,0
4196,0
14528,0
13847,0
453,0
11614,0
8596,0
25153,1
5481,0
6269,0
25234,1
10277,0
16156,0
11365,0
24549,1
13952,0
6993,0
17416,0
1067,0
2745,0
8835,0
9859,0
18775,0
444,0
24832,1
1264,0
10208,0
6213,0
3486,0
8154,0
285,0
5539,0
19347,0
4556,0
10229,0
6795,0
3058,0
11393,0
5756,0
4971,0
1601,0
5780,0
10084,0
1296,0
1420,0
17325,0
7993,0
19132,0
9152,0
17658,0
18333,0
16677,0
19379,0
7504,0
8614,0
20976,0
17299,0
1007,0
21134,0
5549,0
13054,0
13641,0
19237,0
7365,0
16488,0
10481,0
8017,0
9351,0
9536,0
774,0
14904,0
19686,0
19150,0
1444,0
16263,0
24975,1
1024,0
7139,0
5036,0
9994,0
1761,0
17504,0
944,0
3468,0
10601,0
122,0
24960,1
23265,1
3420,0
13022,0
19393,0
21210,0
19950,0
14872,0
1162,0
16690,0
12744,0
5123,0
22628,1
14585,0
15911,0
22975,1
18663,0
895,0
4993,0
10500,0
15802,0
16397,0
23617,1
10365,0
19457,0
15207,0
12466,0
23402,1
8719,0
6856,0
12946,0
6462,0
23772,1
14275,0
4571,0
18306,0
2175,0
694,0
14978,0
19684,0
19887,0
8032,0
21521,0
17213,0
23277,1
21567,0
4391,0
14526,0
3159,0
17468,0
1759,0
12728,0
22814,1
5101,0
21838,0
24045,1
12640,0
113,0
20706,0
14607,0
24725,1
24293,1
21313,0
3283,0
19340,0
5000,0
10608,0
21154,0
10632,0
9568,0
22675,1
3331,0
20447,0
4501,0
824,0
17995,0
16295,0
21321,0
22848,1
11868,0
25209,1
16035,0
12073,0
6409,0
10388,0
14996,0
21283,0
12151,0
19251,0
17074,0
20944,0
2628,0
3295,0
13582,0
16599,0
16062,0
23370,1
4715,0
24203,1
20669,0
10804,0
12915,0
4734,0
20272,0
2788,0
22183,0
257,0
13792,0
22517,1
11069,0
14161,0
20817,0
9349,0
13619,0
7685,0
8591,0
6803,0
5564,0
9387,0
2000,0
14432,0
12293,0
14861,0
6458,0
16740,0
3862,0
23616,1
3056,0
22733,1
633,0
1460,0
23929,1
9744,0
5205,0
2716,0
6499,0
7779,0
2282,0
18297,0
12083,0
23839,1
12053,0
5910,0
727,0
23709,1
25114,1
2519,0
23974,1
268,0
10551,0
18811,0
4261,0
16940,0
20285,0
8496,0
18431,0
9956,0
6630,0
2782,0
3912,0
21801,0
4497,0
19443,0
23870,1
16486,0
1904,0
9192,0
24881,1
1961,0
10997,0
5312,0
8257,0
14985,0
23603,1
1821,0
7478,0
1337,0
2920,0
8982,0
20179,0
7979,0
18144,0
5933,0
12874,0
24452,1
13833,0
7128,0
10607,0
23383,1
17954,0
220,0
13553,0
8997,0
2063,0
11784,0
19895,0
9360,0
20413,0
15193,0
12280,0
20178,0
19772,0
23313,1
4848,0
15436,0
13917,0
24675,1
434,0
19868,0
15955,0
21173,0
8650,0
17385,0
12032,0
15776,0
9710,0
3090,0
9031,0
2994,0
4011,0
14041,0
18708,0
4670,0
13323,0
15636,0
23587,1
17802,0
16104,0
2160,0
5167,0
16713,0
3438,0
10497,0
22989,1
1060,0
15610,0
16300,0
19222,0
11701,0
24651,1
23053,1
23994,1
14715,0
13343,0
20738,0
9856,0
23495,1
15731,0
8095,0
18080,0
11638,0
7519,0
25296,1
7487,0
10265,0
21698,0
5138,0
25233,1
18830,0
12907,0
4335,0
7759,0
7191,0
890,0
14987,0
22571,1
8411,0
16628,0
23714,1
20750,0
21146,0
766,0
22308,0
10056,0
4565,0
11423,0
992,0
11930,0
9278,0
14324,0
15142,0
22879,1
16449,0
12785,0
4339,0
15563,0
14828,0
3615,0
7503,0
19958,0
4944,0
700,0
11445,0
17993,0
20510,0
13269,0
6253,0
13920,0
11414,0
19707,0
24447,1
15261,0
7921,0
15183,0
7361,0
24735,1
18747,0
23417,1
13283,0
15989,0
3114,0
6182,0
7101,0
10438,0
21099,0
7104,0
23312,1
2552,0
7250,0
3872,0
11408,0
15355,0
22687,1
22439,1
7927,0
18539,0
8281,0
15179,0
17714,0
19124,0
2501,0
13539,0
2272,0
1236,0
18039,0
22886,1
10130,0
24449,1
6333,0
9873,0
10116,0
12015,0
7091,0
1539,0
19962,0
16274,0
15709,0
7298,0
19874,0
9297,0
20594,0
11541,0
22738,1
22804,1
5339,0
17832,0
22362,1
16860,0
14559,0
20366,0
19075,0
1934,0
16074,0
14310,0
9205,0
25045,1
22312,0
19729,0
7273,0
20443,0
14694,0
14752,0
7385,0
10386,0
23338,1
16745,0
1333,0
8852,0
8960,0
1321,0
12501,0
8166,0
6307,0
8802,0
12400,0
12862,0
7387,0
15166,0
23048,1
24854,1
17455,0
11027,0
607,0
21811,0
8851,0
24280,1
2998,0
1105,0
22187,0
17397,0
1464,0
18065,0
5336,0
11889,0
25012,1
22230,0
23129,1
16153,0
3555,0
12235,0
14687,0
10093,0
23538,1
13601,0
3547,0
1182,0
10448,0
13598,0
23421,1
20689,0
15416,0
22297,0
20922,0
11792,0
14384,0
24479,1
25129,1
11358,0
13187,0
15532,0
12877,0
3107,0
10004,0
929,0
17984,0
10875,0
6822,0
16554,0
23563,1
7078,0
24660,1
14630,0
3448,0
21122,0
14939,0
14917,0
1397,0
24206,1
6859,0
13966,0
17894,0
25213,1
10260,0
5647,0
15886,0
23906,1
24613,1
9453,0
8328,0
4817,0
10950,0
1023,0
20514,0
16999,0
24978,1
