id-source,score
f91addc2-NO_FAULT,0.4532716020954534
f91addc2-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.4532716020954534
f91addc2-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.0
f91addc2-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.75
f91addc2-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.0
f91addc2-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.0
f91addc2-node-worker1,0.0
f91addc2-node-worker2,0.4532716020954534
f91addc2-node-worker3,0.0
f91ade3a-NO_FAULT,0.4532716020954534
f91ade3a-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.0
f91ade3a-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.16666666666666666
f91ade3a-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.0
f91ade3a-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.0
f91ade3a-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.0
f91ade3a-node-worker1,0.0
f91ade3a-node-worker2,0.3333333333333333
f91ade3a-node-worker3,0.08333333333333333
f91adeb2-NO_FAULT,0.4532716020954534
f91adeb2-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.4532716020954534
f91adeb2-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.0
f91adeb2-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.0
f91adeb2-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.16666666666666666
f91adeb2-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.4532716020954534
f91adeb2-node-worker1,0.0
f91adeb2-node-worker2,0.4532716020954534
f91adeb2-node-worker3,0.0
f91adf2a-NO_FAULT,0.4532716020954534
f91adf2a-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.0
f91adf2a-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.0
f91adf2a-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.0
f91adf2a-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.8333333333333334
f91adf2a-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.08333333333333333
f91adf2a-node-worker1,0.0
f91adf2a-node-worker2,0.0
f91adf2a-node-worker3,0.0
f91ae01a-NO_FAULT,0.4532716020954534
f91ae01a-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.25
f91ae01a-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.08333333333333333
f91ae01a-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.6666666666666666
f91ae01a-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.0
f91ae01a-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.0
f91ae01a-node-worker1,0.0
f91ae01a-node-worker2,0.08333333333333333
f91ae01a-node-worker3,0.0
f91af622-NO_FAULT,0.4532716020954534
f91af622-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.4532716020954534
f91af622-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.25
f91af622-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.0
f91af622-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.0
f91af622-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.0
f91af622-node-worker1,0.0
f91af622-node-worker2,0.4532716020954534
f91af622-node-worker3,0.0
f91af69a-NO_FAULT,0.4532716020954534
f91af69a-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.16666666666666666
f91af69a-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.25
f91af69a-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.0
f91af69a-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.08333333333333333
f91af69a-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.0
f91af69a-node-worker1,0.0
f91af69a-node-worker2,0.0
f91af69a-node-worker3,0.0
f91af712-NO_FAULT,0.4532716020954534
f91af712-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.4532716020954534
f91af712-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.0
f91af712-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.0
f91af712-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.0
f91af712-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.16666666666666666
f91af712-node-worker1,0.5
f91af712-node-worker2,0.4532716020954534
f91af712-node-worker3,0.0
f91af78a-NO_FAULT,0.4532716020954534
f91af78a-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.16666666666666666
f91af78a-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.16666666666666666
f91af78a-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.0
f91af78a-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.0
f91af78a-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.0
f91af78a-node-worker1,0.4532716020954534
f91af78a-node-worker2,0.0
f91af78a-node-worker3,0.0
f91af88e-NO_FAULT,0.4532716020954534
f91af88e-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.4166666666666667
f91af88e-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.0
