id-source,score
f91addc2-NO_FAULT,0.43899175499042986
f91addc2-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.43899175499042986
f91addc2-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.01946422716168782
f91addc2-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.5552233940468486
f91addc2-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.017135967826578197
f91addc2-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.004703166297802818
f91addc2-node-worker1,0.010333472459129462
f91addc2-node-worker2,0.43899175499042986
f91addc2-node-worker3,0.009956901014566713
f91ade3a-NO_FAULT,0.43899175499042986
f91ade3a-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.012175635835370935
f91ade3a-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.029234205092759497
f91ade3a-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.01225133608369576
f91ade3a-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.016765597456207825
f91ade3a-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.010333472459129462
f91ade3a-node-worker1,0.00347140035292387
f91ade3a-node-worker2,0.09689268369090188
f91ade3a-node-worker3,0.022161556439138055
f91adeb2-NO_FAULT,0.43899175499042986
f91adeb2-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.43899175499042986
f91adeb2-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.04147654201113777
f91adeb2-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.010997613809662346
f91adeb2-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.05593750161756444
f91adeb2-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.43899175499042986
f91adeb2-node-worker1,0.01313936402839403
f91adeb2-node-worker2,0.43899175499042986
f91adeb2-node-worker3,0.027514263493461838
f91adf2a-NO_FAULT,0.43899175499042986
f91adf2a-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.00405304187445741
f91adf2a-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.014476176548754544
f91adf2a-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.023905615429573906
f91adf2a-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.6121818604585281
f91adf2a-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.013245609928249635
f91adf2a-node-worker1,0.01225133608369576
f91adf2a-node-worker2,0.016765597456207825
f91adf2a-node-worker3,0.0052126241744716
f91ae01a-NO_FAULT,0.43899175499042986
f91ae01a-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.015164152985568521
f91ae01a-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.03883636151082351
f91ae01a-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.7074854337906276
f91ae01a-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.00405304187445741
f91ae01a-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.00405304187445741
f91ae01a-node-worker1,0.008647452182329516
f91ae01a-node-worker2,0.04823747978562964
f91ae01a-node-worker3,0.006355884956447721
f91af622-NO_FAULT,0.43899175499042986
f91af622-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.43899175499042986
f91af622-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.06849213161579669
f91af622-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.006356068647320262
f91af622-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.023905615429573906
f91af622-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.012175635835370935
f91af622-node-worker1,0.010001532990526198
f91af622-node-worker2,0.43899175499042986
f91af622-node-worker3,0.006356068647320262
f91af69a-NO_FAULT,0.43899175499042986
f91af69a-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.015791399687573718
f91af69a-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.13637427485245332
f91af69a-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.012175635835370935
f91af69a-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.05010839673761305
f91af69a-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.009541906224545933
f91af69a-node-worker1,0.008647452182329516
f91af69a-node-worker2,0.0203097045872862
f91af69a-node-worker3,0.0052126241744716
f91af712-NO_FAULT,0.43899175499042986
f91af712-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.43899175499042986
f91af712-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.0035208735987606334
f91af712-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.3257316890546441
f91af712-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.006356068647320262
f91af712-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.06746717975843136
f91af712-node-worker1,0.6893250974736063
f91af712-node-worker2,0.43899175499042986
f91af712-node-worker3,0.022760207754833336
f91af78a-NO_FAULT,0.43899175499042986
f91af78a-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.09066498614376266
f91af78a-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.14805453780562927
f91af78a-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.016765597456207825
f91af78a-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.5671188602812226
f91af78a-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.02728109358096434
f91af78a-node-worker1,0.43899175499042986
f91af78a-node-worker2,0.024244649172908892
f91af78a-node-worker3,0.03407721525139622
f91af88e-NO_FAULT,0.43899175499042986
f91af88e-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.0921713888928442
f91af88e-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.008107064616924096
f91af88e-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.016226333294308413
f91af88e-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.6613668709697599
f91af88e-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.01864311160723857
f91af88e-node-worker1,0.43899175499042986
f91af88e-node-worker2,0.43899175499042986
f91af88e-node-worker3,0.43899175499042986
f91af906-NO_FAULT,0.43899175499042986
f91af906-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.0119308575508704
f91af906-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.3981231486612224
f91af906-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.016226333294308413
f91af906-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.6613668709697599
f91af906-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.01864311160723857
f91af906-node-worker1,0.011313573600253113
f91af906-node-worker2,0.051411714059259477
f91af906-node-worker3,0.022161556439138055
f91af97e-NO_FAULT,0.43899175499042986
f91af97e-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.008727285322652842
f91af97e-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.13822612670430515
f91af97e-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.016765597456207825
f91af97e-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.06324394682642598
f91af97e-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.6892107645736686
f91af97e-node-worker1,0.43899175499042986
f91af97e-node-worker2,0.43899175499042986
f91af97e-node-worker3,0.43899175499042986
f91af9f6-NO_FAULT,0.43899175499042986
f91af9f6-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.02090835590298148
f91af9f6-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.02034163412919547
f91af9f6-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.014354917580562426
f91af9f6-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.40820039837188843
f91af9f6-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.021725538025408785
f91af9f6-node-worker1,0.00347140035292387
f91af9f6-node-worker2,0.009236040309257945
f91af9f6-node-worker3,0.009956901014566713
f91afa6e-NO_FAULT,0.43899175499042986
f91afa6e-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.012175635835370935
f91afa6e-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.029181924040806204
f91afa6e-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.7074854337906276
f91afa6e-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.00405304187445741
f91afa6e-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.0052126241744716
f91afa6e-node-worker1,0.43899175499042986
