ID,y
10234,0.0
20313,0.0
7940,0.0
7575,0.0
15324,0.0
16212,0.0
13878,0.0
19604,0.0
12121,0.0
9126,0.0
5943,0.0
7645,0.0
18058,0.0
11018,0.0
9966,0.0
9259,0.0
14989,0.0
8446,0.0
2778,0.0
17217,0.0
17849,0.0
6118,0.0
10810,0.0
9456,0.0
9368,0.0
5690,0.0
1404,0.0
22428,0.0
20517,0.0
19818,0.0
4393,0.0
24714,0.0
12070,0.0
20201,0.0
14405,0.0
9403,0.0
19028,0.0
16922,0.0
17040,0.0
17817,0.0
19163,0.0
22899,0.0
13982,0.0
13652,0.0
14271,0.0
25131,0.0
17492,0.0
14126,0.0
20503,0.0
748,0.0
17567,0.0
11171,0.0
3232,0.0
23641,0.0
16146,0.0
24984,1.0
1547,0.0
9317,0.0
24492,0.0
3064,0.0
2434,1.0
19692,0.0
21987,0.0
20956,0.0
11672,0.0
21964,0.0
9468,0.0
16499,0.0
5237,0.0
12043,0.0
7778,0.0
14157,0.0
17239,0.0
7245,0.0
2402,0.0
24697,0.0
11788,0.0
8964,0.0
10283,0.0
13831,0.0
12527,0.0
3376,0.0
19253,0.0
19343,0.0
12600,0.0
22137,0.0
16375,0.0
14014,0.0
13649,0.0
20770,0.0
12582,0.0
25223,0.0
14209,0.0
267,0.0
14369,0.0
14890,0.0
483,0.0
8576,0.0
3374,0.0
7962,0.0
11841,0.0
1070,0.0
15399,0.0
7028,0.0
22291,0.0
4764,0.0
16257,0.0
6359,0.0
11663,0.0
23436,0.0
15788,0.0
24937,0.0
18536,0.0
16398,0.0
101,0.0
17593,0.0
9899,0.0
17594,0.0
4063,0.0
18785,0.0
24669,0.0
16482,0.0
24506,1.0
8316,0.0
5421,0.0
2897,0.0
6799,0.0
16249,0.0
4538,0.0
16947,0.0
7358,0.0
19797,0.0
14201,0.0
15848,0.0
11280,0.0
16778,0.0
11753,0.0
14856,0.0
636,0.0
21073,0.0
9496,0.0
9753,0.0
18670,0.0
22824,0.0
12314,0.0
19398,0.0
11336,0.0
12798,0.0
13620,0.0
3563,0.0
14269,0.0
4371,0.0
19144,0.0
11781,0.0
14776,0.0
11283,0.0
16834,0.0
9841,0.0
7915,0.0
24237,1.0
24762,1.0
16998,0.0
9256,0.0
13212,0.0
14619,0.0
21929,0.0
13172,0.0
22245,0.0
20692,0.0
4679,0.0
24140,1.0
1886,0.0
17332,0.0
19579,0.0
13965,0.0
4028,0.0
2384,0.0
1257,0.0
2937,0.0
18740,0.0
24951,1.0
13335,0.0
14298,0.0
14819,0.0
8780,0.0
7174,1.0
9369,0.0
15964,0.0
10533,0.0
13797,0.0
13605,0.0
14140,0.0
9298,0.0
7545,0.0
22284,0.0
14355,0.0
2924,0.0
25265,1.0
24527,0.0
21203,0.0
19512,0.0
14618,0.0
7678,0.0
2300,0.0
17362,0.0
8816,0.0
10291,0.0
9050,0.0
15795,0.0
13631,0.0
8872,0.0
20839,0.0
4668,0.0
20060,0.0
8747,0.0
5898,0.0
3512,0.0
24511,1.0
13325,0.0
15203,0.0
19901,0.0
8132,0.0
10847,1.0
17675,0.0
15700,0.0
11548,0.0
1474,0.0
4887,0.0
16401,0.0
16716,0.0
21219,0.0
7720,0.0
19360,0.0
885,0.0
18851,0.0
18505,0.0
20911,0.0
19155,0.0
3856,0.0
18167,0.0
6395,0.0
20301,0.0
13126,0.0
10969,0.0
62,0.0
10358,0.0
5265,0.0
14994,0.0
2027,0.0
16125,1.0
10964,0.0
7033,0.0
13529,0.0
3674,0.0
15107,0.0
1392,0.0
21546,0.0
21104,0.0
4201,0.0
23779,0.0
22008,0.0
23011,1.0
8954,0.0
19602,0.0
4405,0.0
20491,0.0
3202,0.0
18950,0.0
18820,0.0
8319,0.0
2220,0.0
5861,0.0
1406,0.0
4402,0.0
3956,0.0
14179,0.0
455,0.0
23051,1.0
20045,0.0
13689,0.0
23270,0.0
14520,0.0
25237,1.0
15981,0.0
12156,0.0
16424,0.0
20403,0.0
1628,0.0
16088,0.0
10372,0.0
3182,0.0
17183,0.0
16899,0.0
24059,0.0
9527,0.0
14482,0.0
15675,0.0
13014,1.0
15152,0.0
1506,0.0
12267,0.0
4450,0.0
23757,0.0
7054,0.0
21252,0.0
22492,1.0
11669,0.0
417,0.0
13178,0.0
472,0.0
11746,0.0
24842,1.0
11449,0.0
3832,0.0
15618,0.0
9918,0.0
6297,0.0
5116,0.0
13674,0.0
14813,0.0
3506,0.0
4196,0.0
14528,0.0
13847,0.0
453,0.0
11614,0.0
8596,0.0
25153,1.0
5481,0.0
6269,0.0
25234,0.0
10277,0.0
16156,0.0
11365,0.0
24549,0.0
13952,0.0
6993,0.0
17416,0.0
1067,0.0
2745,0.0
8835,0.0
9859,0.0
18775,0.0
444,1.0
24832,0.0
1264,0.0
10208,0.0
6213,0.0
3486,0.0
8154,0.0
285,0.0
5539,0.0
19347,0.0
4556,0.0
10229,0.0
6795,0.0
3058,0.0
11393,0.0
5756,0.0
4971,0.0
1601,0.0
5780,0.0
10084,0.0
1296,0.0
1420,0.0
17325,0.0
7993,0.0
19132,0.0
9152,0.0
17658,0.0
18333,0.0
16677,0.0
19379,0.0
7504,0.0
8614,0.0
20976,0.0
17299,0.0
1007,0.0
21134,0.0
5549,0.0
13054,0.0
13641,0.0
19237,0.0
7365,0.0
16488,0.0
10481,0.0
8017,0.0
9351,0.0
9536,0.0
774,0.0
14904,0.0
19686,0.0
19150,0.0
1444,0.0
16263,0.0
1024,0.0
7139,0.0
5036,0.0
9994,0.0
1761,0.0
17504,0.0
944,0.0
3468,0.0
10601,0.0
122,0.0
24960,1.0
23265,1.0
3420,0.0
13022,0.0
19393,0.0
21210,0.0
19950,0.0
14872,0.0
1162,0.0
16690,0.0
12744,0.0
5123,0.0
22628,0.0
14585,0.0
15911,0.0
22975,0.0
18663,0.0
895,0.0
4993,0.0
10500,0.0
15802,0.0
23617,0.0
10365,0.0
19457,0.0
15207,0.0
12466,0.0
8719,0.0
6856,0.0
12946,0.0
6462,0.0
23772,0.0
14275,0.0
4571,0.0
18306,1.0
2175,0.0
694,0.0
14978,0.0
19684,0.0
8032,0.0
21521,0.0
17213,0.0
23277,0.0
21567,0.0
4391,0.0
14526,0.0
3159,0.0
17468,1.0
1759,0.0
12728,0.0
22814,0.0
5101,0.0
21838,0.0
24045,1.0
12640,0.0
113,0.0
20706,0.0
14607,0.0
24725,0.0
24293,0.0
21313,0.0
3283,0.0
19340,0.0
5000,0.0
10608,0.0
21154,0.0
10632,0.0
9568,0.0
22675,1.0
3331,0.0
20447,0.0
4501,0.0
824,0.0
17995,0.0
16295,0.0
21321,0.0
22848,1.0
11868,0.0
25209,0.0
16035,0.0
12073,0.0
6409,0.0
10388,0.0
14996,0.0
21283,1.0
12151,0.0
19251,1.0
17074,0.0
20944,0.0
2628,0.0
3295,0.0
13582,0.0
16599,0.0
16062,0.0
23370,0.0
4715,0.0
24203,1.0
20669,0.0
10804,0.0
12915,0.0
4734,0.0
20272,0.0
2788,0.0
22183,0.0
257,0.0
13792,0.0
22517,0.0
11069,0.0
14161,0.0
20817,0.0
9349,0.0
13619,0.0
7685,0.0
8591,0.0
6803,0.0
5564,0.0
9387,0.0
2000,0.0
14432,0.0
12293,0.0
14861,0.0
6458,0.0
16740,0.0
3862,0.0
23616,0.0
3056,0.0
22733,1.0
633,0.0
1460,0.0
23929,1.0
9744,0.0
5205,0.0
2716,0.0
6499,0.0
7779,0.0
2282,0.0
18297,0.0
12083,0.0
23839,1.0
12053,0.0
5910,0.0
727,0.0
23709,0.0
25114,1.0
2519,0.0
23974,0.0
268,0.0
10551,0.0
18811,0.0
4261,0.0
16940,1.0
20285,0.0
8496,0.0
18431,0.0
9956,1.0
6630,0.0
2782,0.0
3912,0.0
21801,0.0
4497,0.0
19443,0.0
23870,0.0
16486,0.0
1904,0.0
9192,0.0
24881,0.0
1961,0.0
10997,0.0
5312,0.0
8257,0.0
14985,0.0
23603,0.0
1821,0.0
7478,0.0
1337,0.0
2920,0.0
8982,0.0
20179,0.0
7979,0.0
5933,0.0
12874,0.0
24452,0.0
13833,0.0
7128,0.0
10607,0.0
23383,1.0
17954,0.0
220,0.0
13553,0.0
8997,0.0
2063,0.0
11784,0.0
19895,0.0
9360,0.0
20413,0.0
15193,0.0
12280,0.0
20178,0.0
19772,0.0
23313,0.0
4848,0.0
15436,0.0
13917,0.0
24675,0.0
434,0.0
19868,0.0
15955,1.0
21173,0.0
8650,0.0
17385,0.0
12032,0.0
15776,0.0
9710,0.0
3090,0.0
9031,0.0
2994,0.0
4011,0.0
14041,0.0
18708,0.0
4670,0.0
13323,0.0
15636,0.0
23587,0.0
17802,0.0
16104,0.0
2160,0.0
5167,0.0
16713,0.0
3438,0.0
10497,0.0
22989,1.0
1060,0.0
15610,0.0
16300,0.0
19222,0.0
11701,0.0
24651,1.0
23053,1.0
23994,1.0
14715,0.0
13343,0.0
20738,0.0
9856,0.0
23495,1.0
15731,0.0
8095,0.0
18080,0.0
11638,0.0
7519,1.0
25296,0.0
7487,0.0
10265,0.0
21698,0.0
5138,0.0
25233,0.0
18830,0.0
12907,0.0
4335,0.0
7759,0.0
7191,0.0
890,0.0
14987,0.0
22571,0.0
8411,0.0
16628,0.0
23714,1.0
20750,0.0
766,0.0
22308,0.0
10056,0.0
4565,0.0
11423,0.0
992,0.0
11930,0.0
9278,0.0
14324,0.0
15142,0.0
22879,0.0
16449,0.0
12785,0.0
4339,0.0
15563,0.0
14828,0.0
3615,0.0
7503,0.0
19958,0.0
4944,0.0
700,0.0
11445,0.0
17993,0.0
20510,0.0
13269,0.0
6253,0.0
13920,0.0
11414,0.0
19707,0.0
24447,0.0
15261,0.0
7921,0.0
15183,0.0
7361,0.0
24735,1.0
18747,0.0
23417,1.0
13283,0.0
15989,0.0
3114,0.0
6182,0.0
7101,0.0
10438,0.0
21099,0.0
7104,0.0
23312,0.0
2552,1.0
7250,0.0
3872,0.0
11408,0.0
15355,0.0
22687,1.0
22439,1.0
7927,0.0
18539,0.0
8281,0.0
15179,0.0
17714,0.0
19124,0.0
2501,0.0
13539,0.0
2272,0.0
1236,0.0
18039,0.0
22886,0.0
10130,0.0
24449,0.0
6333,0.0
10116,0.0
12015,0.0
7091,0.0
1539,0.0
19962,0.0
16274,0.0
7298,0.0
19874,0.0
9297,0.0
20594,0.0
11541,0.0
22738,1.0
22804,1.0
5339,0.0
17832,0.0
22362,0.0
14559,0.0
20366,0.0
19075,0.0
1934,0.0
16074,0.0
14310,0.0
9205,1.0
25045,0.0
22312,0.0
19729,0.0
7273,1.0
20443,0.0
14694,0.0
14752,0.0
7385,0.0
10386,0.0
23338,0.0
16745,0.0
1333,0.0
8852,0.0
8960,0.0
1321,0.0
12501,0.0
8166,0.0
6307,0.0
8802,1.0
12400,0.0
12862,0.0
7387,1.0
15166,0.0
23048,1.0
17455,0.0
11027,0.0
607,0.0
21811,0.0
8851,0.0
24280,0.0
2998,0.0
1105,0.0
22187,0.0
17397,0.0
1464,0.0
18065,1.0
5336,0.0
11889,0.0
25012,0.0
22230,0.0
23129,0.0
16153,0.0
3555,0.0
12235,0.0
14687,0.0
10093,0.0
23538,0.0
13601,0.0
3547,0.0
1182,0.0
10448,0.0
13598,0.0
23421,1.0
20689,0.0
15416,0.0
22297,0.0
20922,0.0
11792,0.0
14384,0.0
24479,0.0
25129,1.0
11358,0.0
13187,0.0
15532,0.0
12877,0.0
3107,0.0
10004,0.0
929,0.0
17984,0.0
10875,0.0
6822,0.0
16554,0.0
23563,0.0
7078,0.0
24660,1.0
14630,0.0
3448,0.0
21122,0.0
14939,0.0
14917,0.0
1397,0.0
24206,0.0
6859,0.0
13966,0.0
17894,0.0
25213,0.0
10260,0.0
5647,0.0
15886,0.0
23906,0.0
24613,1.0
9453,0.0
8328,0.0
10950,0.0
1023,0.0
20514,0.0
16999,0.0
12243,0.0
17114,0.0
4525,0.0
8804,0.0
21650,0.0
20298,0.0
19380,0.0
8595,0.0
21859,0.0
12028,0.0
8021,0.0
1339,0.0
23215,1.0
11635,0.0
2275,0.0
547,0.0
25196,0.0
24745,0.0
1853,0.0
23143,1.0
22035,0.0
3242,0.0
24583,1.0
5202,0.0
1094,0.0
24144,0.0
10539,0.0
9067,0.0
24197,0.0
4780,0.0
15975,0.0
24325,0.0
22801,0.0
15396,0.0
15397,0.0
18931,0.0
12659,0.0
12326,0.0
719,0.0
5654,0.0
558,0.0
20834,0.0
20678,0.0
3780,0.0
17571,0.0
2267,0.0
19087,0.0
7581,0.0
7876,0.0
9238,0.0
25248,0.0
22623,1.0
20675,0.0
11323,0.0
6533,0.0
421,0.0
15069,0.0
18777,0.0
23743,1.0
10168,0.0
9094,0.0
11208,0.0
4661,0.0
13032,0.0
13450,0.0
22779,0.0
79,1.0
17606,0.0
8086,0.0
11038,0.0
2120,0.0
8011,0.0
12122,0.0
18443,0.0
14668,0.0
427,0.0
2474,0.0
16346,0.0
13037,0.0
6179,0.0
6679,0.0
22681,1.0
9691,0.0
20998,0.0
4549,0.0
884,0.0
19746,0.0
14402,0.0
14959,0.0
23885,1.0
24444,1.0
19177,0.0
1645,0.0
1430,0.0
18936,0.0
7771,0.0
2241,0.0
14603,0.0
12593,0.0
14506,0.0
5793,0.0
9549,0.0
19624,0.0
21741,0.0
18041,0.0
15106,0.0
19637,0.0
23549,0.0
14708,0.0
8956,0.0
4069,0.0
12956,0.0
10194,0.0
19111,0.0
18507,0.0
14456,0.0
22816,0.0
7362,0.0
21700,0.0
14867,0.0
8874,0.0
6824,0.0
20723,0.0
17032,0.0
12784,0.0
10005,0.0
23677,0.0
12885,0.0
11555,0.0
9921,0.0
15585,0.0
5382,0.0
20883,0.0
20485,0.0
21163,0.0
5919,0.0
20162,0.0
3519,0.0
8724,0.0
7120,0.0
668,0.0
19035,0.0
661,0.0
22294,0.0
24935,0.0
16265,0.0
14773,0.0
13410,0.0
19499,0.0
5988,0.0
15837,0.0
15553,0.0
4000,0.0
11660,0.0
23528,1.0
21444,0.0
22040,0.0
18320,0.0
4761,0.0
15342,0.0
9888,0.0
11870,0.0
14195,0.0
19344,0.0
23746,1.0
11413,0.0
4210,0.0
14965,0.0
14092,0.0
20607,0.0
2830,0.0
955,0.0
2593,0.0
8793,0.0
17440,0.0
8742,0.0
10472,0.0
11388,0.0
23663,1.0
7616,0.0
1410,1.0
17552,0.0
20854,0.0
21661,0.0
20254,0.0
19650,0.0
21688,0.0
536,0.0
21692,0.0
3885,0.0
16571,0.0
4671,0.0
602,0.0
20117,0.0
11471,0.0
8705,0.0
24198,0.0
14840,0.0
8348,0.0
4628,0.0
15199,0.0
4080,0.0
6212,0.0
18271,0.0
1829,1.0
6466,0.0
17729,0.0
14002,0.0
21613,0.0
6369,0.0
13552,0.0
8491,0.0
2673,0.0
8880,0.0
4157,0.0
10556,0.0
18236,1.0
20597,0.0
5698,0.0
17164,0.0
20947,0.0
4199,0.0
5774,0.0
23464,1.0
23218,0.0
8220,0.0
15578,0.0
17021,0.0
3564,0.0
17037,0.0
10164,0.0
432,0.0
1622,0.0
6698,0.0
2396,0.0
20440,0.0
438,0.0
16268,0.0
12002,0.0
16602,0.0
11361,0.0
23720,0.0
19757,0.0
25299,1.0
25083,0.0
9357,0.0
16408,0.0
15490,0.0
8444,0.0
3335,0.0
10724,0.0
19712,1.0
16509,0.0
15079,0.0
3537,0.0
18024,0.0
17711,0.0
11307,0.0
1153,0.0
10256,0.0
6835,0.0
18602,0.0
20554,0.0
14646,0.0
14787,0.0
2008,0.0
3958,0.0
20455,0.0
12025,0.0
18363,0.0
22985,1.0
3271,0.0
246,0.0
23248,1.0
22619,1.0
2825,0.0
17361,0.0
12492,0.0
6133,0.0
7512,0.0
12230,0.0
935,0.0
3528,1.0
17914,0.0
9894,0.0
18675,0.0
1500,0.0
18090,0.0
10483,0.0
21067,0.0
991,0.0
7279,0.0
20639,0.0
11376,1.0
14450,0.0
24709,1.0
13506,0.0
10785,0.0
5184,0.0
22220,0.0
18983,0.0
4765,0.0
22653,1.0
4180,0.0
1370,0.0
5625,0.0
