id-source,score
f91addc2-NO_FAULT,0.5
f91addc2-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.5
f91addc2-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.07352941176470588
f91addc2-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.07352941176470588
f91addc2-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.10294117647058823
f91addc2-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.08823529411764706
f91addc2-node-worker1,0.04411764705882353
f91addc2-node-worker2,0.5
f91addc2-node-worker3,0.058823529411764705
f91ade3a-NO_FAULT,0.5
f91ade3a-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.058823529411764705
f91ade3a-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.029411764705882353
f91ade3a-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.04411764705882353
f91ade3a-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.11764705882352941
f91ade3a-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.04411764705882353
f91ade3a-node-worker1,0.07352941176470588
f91ade3a-node-worker2,0.04411764705882353
f91ade3a-node-worker3,0.38235294117647056
f91adeb2-NO_FAULT,0.5
f91adeb2-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.5
f91adeb2-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.25
f91adeb2-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.4411764705882353
f91adeb2-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.07352941176470588
f91adeb2-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.4264705882352941
f91adeb2-node-worker1,0.38235294117647056
f91adeb2-node-worker2,0.5
f91adeb2-node-worker3,0.25
f91adf2a-NO_FAULT,0.5
f91adf2a-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.029411764705882353
f91adf2a-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.04411764705882353
f91adf2a-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.04411764705882353
f91adf2a-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.058823529411764705
f91adf2a-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.11764705882352941
f91adf2a-node-worker1,0.04411764705882353
f91adf2a-node-worker2,0.11764705882352941
f91adf2a-node-worker3,0.04411764705882353
f91ae01a-NO_FAULT,0.5
f91ae01a-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.058823529411764705
f91ae01a-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.07352941176470588
f91ae01a-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.07352941176470588
f91ae01a-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.058823529411764705
f91ae01a-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.029411764705882353
f91ae01a-node-worker1,0.04411764705882353
f91ae01a-node-worker2,0.058823529411764705
f91ae01a-node-worker3,0.07352941176470588
f91af622-NO_FAULT,0.5
f91af622-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.5
f91af622-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.1323529411764706
f91af622-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.058823529411764705
f91af622-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.058823529411764705
f91af622-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.058823529411764705
f91af622-node-worker1,0.058823529411764705
f91af622-node-worker2,0.5
f91af622-node-worker3,0.07352941176470588
f91af69a-NO_FAULT,0.5
f91af69a-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.029411764705882353
f91af69a-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.04411764705882353
f91af69a-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.058823529411764705
f91af69a-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.04411764705882353
f91af69a-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.07352941176470588
f91af69a-node-worker1,0.04411764705882353
f91af69a-node-worker2,0.27941176470588236
f91af69a-node-worker3,0.04411764705882353
f91af712-NO_FAULT,0.5
f91af712-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.5
f91af712-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.058823529411764705
f91af712-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.08823529411764706
f91af712-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.07352941176470588
f91af712-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.058823529411764705
f91af712-node-worker1,0.04411764705882353
f91af712-node-worker2,0.5
f91af712-node-worker3,0.07352941176470588
f91af78a-NO_FAULT,0.5
f91af78a-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.058823529411764705
f91af78a-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.04411764705882353
f91af78a-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.11764705882352941
f91af78a-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.029411764705882353
f91af78a-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.07352941176470588
f91af78a-node-worker1,0.5
f91af78a-node-worker2,0.08823529411764706
f91af78a-node-worker3,0.10294117647058823
f91af88e-NO_FAULT,0.5
f91af88e-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.39705882352941174
f91af88e-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.36764705882352944
f91af88e-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.2647058823529412
f91af88e-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.19117647058823528
f91af88e-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.19117647058823528
f91af88e-node-worker1,0.5
f91af88e-node-worker2,0.5
f91af88e-node-worker3,0.5
f91af906-NO_FAULT,0.5
f91af906-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.07352941176470588
f91af906-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.36764705882352944
f91af906-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.25
f91af906-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.20588235294117646
f91af906-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.19117647058823528
f91af906-node-worker1,0.07352941176470588
f91af906-node-worker2,0.2647058823529412
f91af906-node-worker3,0.38235294117647056
f91af97e-NO_FAULT,0.5
f91af97e-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.029411764705882353
f91af97e-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.04411764705882353
f91af97e-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.11764705882352941
f91af97e-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.08823529411764706
f91af97e-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.07352941176470588
f91af97e-node-worker1,0.5
f91af97e-node-worker2,0.5
f91af97e-node-worker3,0.5
f91af9f6-NO_FAULT,0.5
f91af9f6-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.07352941176470588
f91af9f6-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.029411764705882353
f91af9f6-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.07352941176470588
f91af9f6-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.11764705882352941
f91af9f6-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.08823529411764706
f91af9f6-node-worker1,0.07352941176470588
f91af9f6-node-worker2,0.04411764705882353
f91af9f6-node-worker3,0.07352941176470588
f91afa6e-NO_FAULT,0.5
f91afa6e-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.058823529411764705
f91afa6e-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.029411764705882353
f91afa6e-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.07352941176470588
f91afa6e-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.058823529411764705
f91afa6e-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.029411764705882353
f91afa6e-node-worker1,0.5
f91afa6e-node-worker2,0.5
f91afa6e-node-worker3,0.5
f91afae6-NO_FAULT,0.5
f91afae6-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.058823529411764705
f91afae6-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.04411764705882353
f91afae6-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.04411764705882353
f91afae6-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.10294117647058823
f91afae6-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.10294117647058823
f91afae6-node-worker1,0.5
f91afae6-node-worker2,0.07352941176470588
f91afae6-node-worker3,0.10294117647058823
f91b115c-NO_FAULT,0.5
f91b115c-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.5
f91b115c-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.5
f91b115c-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.058823529411764705
f91b115c-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.07352941176470588
f91b115c-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.07352941176470588
f91b115c-node-worker1,0.08823529411764706
f91b115c-node-worker2,0.058823529411764705
f91b115c-node-worker3,0.08823529411764706
f91b11d4-NO_FAULT,0.5
f91b11d4-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.5
f91b11d4-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.5
f91b11d4-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.5
f91b11d4-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.5
f91b11d4-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.5
f91b11d4-node-worker1,0.058823529411764705
f91b11d4-node-worker2,0.029411764705882353
f91b11d4-node-worker3,0.07352941176470588
f91b12ba-NO_FAULT,0.5
f91b12ba-LTE4MDk5Mzk2NjU1NjM1ODI0NDc=,0.14705882352941177
f91b12ba-LTcxMDU4NjY3NDcyMTgwNTc5MDE=,0.07352941176470588
f91b12ba-LTkyMDExNjM1MjY4NDg4ODU5Mjk=,0.3235294117647059
f91b12ba-NDExNzk3NjQ4ODg3NTY0OTQ3OA==,0.11764705882352941
f91b12ba-ODI4MTMxNDkzODEzNTg5OTE4Mg==,0.07352941176470588
f91b12ba-node-worker1,0.07352941176470588
f91b12ba-node-worker2,0.07352941176470588
f91b12ba-node-worker3,0.4852941176470588
f91b1332-NO_FAULT,0.5
